Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;ERW061__Arbeitnehmer_(Inlandskonzept)__1000
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-F;Baugewerbe;120,5
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-T;Dienstleistungsbereiche;640,7
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;237,2
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-H;Verkehr und Lagerei;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-I;Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-J;Information und Kommunikation;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-K-N;Finanz-,Vers.-,UnternehmensDL,Grundst.-,Wohnungsw.;78,5
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-L;Grundstücks- und Wohnungswesen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-M-N;Unternehmensdienstleister;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;12;Brandenburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);;Insgesamt;1131,9
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-A;Land- und Forstwirtschaft, Fischerei;0,3
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B-F;Produzierendes Gewerbe;112,6
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B-E;Produzierendes Gewerbe ohne Baugewerbe;94,2
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B;Bergbau und Gewinnung von Steinen und Erden;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-C;Verarbeitendes Gewerbe;85,9
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-D;Energieversorgung;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-F;Baugewerbe;18,5
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-T;Dienstleistungsbereiche;261,9
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;113,3
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-H;Verkehr und Lagerei;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-I;Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-J;Information und Kommunikation;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-K-N;Finanz-,Vers.-,UnternehmensDL,Grundst.-,Wohnungsw.;39,3
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-L;Grundstücks- und Wohnungswesen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-M-N;Unternehmensdienstleister;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;04;Bremen;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);;Insgesamt;374,9
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-A;Land- und Forstwirtschaft, Fischerei;1,2
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B-F;Produzierendes Gewerbe;213,4
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B-E;Produzierendes Gewerbe ohne Baugewerbe;162,8
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-B;Bergbau und Gewinnung von Steinen und Erden;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-C;Verarbeitendes Gewerbe;144,7
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-D;Energieversorgung;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-F;Baugewerbe;50,6
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-T;Dienstleistungsbereiche;729,1
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;336,7
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-H;Verkehr und Lagerei;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-I;Gastgewerbe;.
13311;Länderberechnung Erwerbstätige;JAHR;Jahr;1991;DLAND;Bundesländer;02;Hamburg;WZ08R1;WZ2008 (Abschnitte, Zusammenfassungen);WZ08-J;Information und Kommunikation;.
