Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;UNT002__Unternehmen_(EU)__Anzahl;PER005__Taetige_Personen__Anzahl;UMS002__Umsatz__Mill._EUR;INV018__Bruttoinvestitionen_in_Sachanlagen__Mill._EUR;BWS003__Bruttowertschoepfung_zu_Faktorkosten__Mill._EUR;BBU001__Bruttobetriebsueberschuss__Mill._EUR;PAW002__Personalaufwendungen__Mill._EUR;VST005__Bruttoloehne_und_-gehaelter__Mill._EUR;KOS026__Sozialversicherungskosten__Mill._EUR;KOS002__Kosten_fuer_Mieten_und_Pachten__Mill._EUR;PRO013__Produktionswert__Mill._EUR;KAU007__Waren-_und_Dienstleistungskaeufe__Mill._EUR;KAU008__Kaeufe_v.Waren_u.DL_z.Wiederverk._i.unveraend._Zust.__Mill._EUR;VRV001__Vorratsveraenderungen_bei_Waren_u._Dienstleistungen__Mill._EUR;AUFW05__Aufwendungen_fuer_Leiharbeitnehmer__Mill._EUR;LGE001__Lohn-_und_Gehaltsempfaenger__Anzahl;LGE002__Lohn-_und_Gehaltsempfaenger_in_Vollzeiteinheiten__Anzahl
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-051;Steinkohlenbergbau;4;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-052;Braunkohlenbergbau;1;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-061;Gewinnung von Erdöl;1;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-062;Gewinnung von Erdgas;.;.;.;.;1110;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-071;Eisenerzbergbau;1;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-072;NE-Metallerzbergbau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-081;Gewinnung von Natursteinen,Kies,Sand,Ton u. Kaolin;1304;27715;7273;620;2473;1176;1297;1059;238;-;6291;4810;1045;-;35;26705;25014
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-089;Sonst. Bergbau, Gewinnung v.Steinen u.Erden a.n.g.;123;4750;1259;82;452;.;.;.;.;-;.;.;.;-;.;4592;4328
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-091;Dienstleistungen f.d. Gewinnung v.Erdöl u.Erdgas;52;1661;377;19;126;.;.;.;.;-;.;.;.;-;.;1624;1584
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-099;Dienstleistungen für den sonstigen Bergbau usw;45;387;.;.;15;.;.;.;.;-;.;.;.;-;.;367;347
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-101;Schlachten und Fleischverarbeitung;9445;233019;49712;993;8216;2381;5835;4819;1016;-;44420;41482;5381;-;944;218274;184251
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-102;Fischverarbeitung;194;7988;2719;58;438;166;271;227;44;-;2031;2313;706;-;18;7802;7419
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-103;Obst- und Gemüseverarbeitung;731;36114;10963;331;2291;784;1507;1248;260;-;9927;8637;1072;-;112;35254;32707
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-104;H.v. pflanzlichen und tierischen Ölen und Fetten;149;4962;5136;76;404;142;261;217;44;-;3385;4733;1765;-;18;4788;4463
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-105;Milchverarbeitung;659;47571;31045;746;4224;1776;2449;2017;432;-;27877;26941;3317;-;147;47018;44282
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-106;Mahl- u. Schälmühlen, H.v. Stärke u.Stärkeerzeugn.;588;18318;9099;300;1400;561;839;685;154;-;7932;7809;1266;-;33;17462;16150
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-107;Herstellung von Back- und Teigwaren;12277;412024;26863;1156;11635;2591;9043;7455;1589;-;25115;15157;1774;-;198;396258;301605
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-108;Herstellung von sonstigen Nahrungsmitteln;1854;127193;36998;1500;9188;3153;6035;4910;1125;-;33086;27530;3929;-;263;124985;115368
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-109;Herstellung von Futtermitteln;646;23241;12637;253;1905;802;1103;890;213;-;10210;10736;2459;-;107;22771;20966
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-110;Getränkeherstellung;2257;82444;25927;1388;7497;3153;4345;3554;790;-;23822;16723;2321;-;173;79612;73145
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-120;Tabakverarbeitung;61;11245;20471;191;3476;2359;1118;777;340;-;16322;7147;4182;-;20;11180;10776
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-131;Spinnstoffaufbereitung und Spinnerei;94;3295;566;12;173;51;122;102;20;-;542;403;34;-;9;3204;2987
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-132;Weberei;222;9852;1798;91;548;131;417;338;79;-;1701;1273;118;-;12;9619;8928
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-133;Veredlung von Textilien und Bekleidung;1592;13171;1352;50;495;130;365;302;64;-;1341;847;6;-;7;11660;10877
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-139;Herstellung von sonstigen Textilwaren;2426;55383;9046;267;2966;768;2198;1814;384;-;8488;6109;607;-;71;53013;48523
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-141;Herstellung von Bekleidung (ohne Pelzbekleidung);2682;35970;6681;129;1927;659;1267;1066;201;-;6065;4787;694;-;31;32823;27210
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-142;Herstellung von Pelzwaren;.;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-143;H.v. Bekleidung aus gewirktem u. gestricktem Stoff;.;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-151;H.v. Leder und Lederwaren (oh.H.v.Lederbekleidung);893;7937;1029;36;305;68;237;195;42;-;987;730;49;-;12;6707;5923
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-152;Herstellung von Schuhen;379;12061;2315;43;673;269;404;337;67;-;2237;1659;125;-;36;11466;10502
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-161;Säge-, Hobel- und Holzimprägnierwerke;2141;27605;7122;243;1764;814;951;777;174;-;6776;5376;365;-;48;25554;23851
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-162;H.v. sonstigen Holz-, Kork-, Flecht- und Korbwaren;9858;110457;20148;608;5609;1703;3906;3225;681;-;18518;14586;1742;-;162;100506;93950
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-171;H.v. Holz- u. Zellstoff, Papier, Karton u. Pappe;265;40417;17036;890;4274;1805;2469;2005;464;-;15583;12977;1600;-;43;40219;38992
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-172;Herstellung von Waren aus Papier, Karton und Pappe;1304;120249;28743;1168;9242;2945;6298;5190;1107;-;25216;20150;4243;-;193;119246;113459
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-181;Herstellung von Druckerzeugnissen;10364;149032;17271;586;6819;.;.;.;.;-;.;.;.;-;.;140854;118120
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-182;Vervielf.v. bespielten Ton-, Bild- u. Datenträgern;382;2887;402;21;142;.;.;.;.;-;.;.;.;-;.;2228;2089
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-191;Kokerei;1;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-192;Mineralölverarbeitung;.;.;.;.;.;.;.;.;.;-;.;.;.;-;.;.;.
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-201;Herstellung von chemischen Grundstoffen u.a.;992;202917;108868;5293;27781;10946;16835;13441;3394;-;89162;83503;22353;-;505;202114;195355
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-202;H.v. Schädlingsbekämpfungs- u.Desinfektionsmitteln;66;3619;1072;28;346;121;225;181;44;-;988;730;88;-;14;3585;3393
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-203;H.v. Anstrichmitteln, Druckfarben und Kitten;385;47587;13321;370;4144;1096;3048;2508;540;-;11672;9178;1702;-;79;47356;45043
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-204;H.v.Seifen,Wasch-,Reinigungs-u.Körperpflegemitteln;857;58149;18340;489;5631;2041;3590;2921;670;-;15275;12722;3234;-;122;57554;53485
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-205;H.v. sonstigen chemischen Erzeugnissen;834;56410;25999;568;6445;2576;3869;3076;792;-;19089;19705;7053;-;142;55943;53110
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-206;Herstellung von Chemiefasern;40;8386;2212;98;566;91;475;381;94;-;2171;1685;83;-;20;8362;8157
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-211;Herstellung von pharmazeutischen Grundstoffen;77;5262;1057;86;426;103;323;241;81;-;1009;635;65;-;5;5215;4906
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-212;H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;457;152511;75225;2529;20005;6302;13703;11124;2580;-;58894;55565;17356;-;450;152209;140660
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-221;Herstellung von Gummiwaren;781;91905;22378;676;7042;1571;5470;4458;1012;-;18192;15432;4310;-;244;91256;87989
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-222;Herstellung von Kunststoffwaren;6264;383945;76571;3302;24095;6189;17906;14689;3217;-;69786;53037;7423;-;854;378757;357714
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-231;Herstellung von Glas und Glaswaren;1207;64966;12677;691;4737;1583;3154;2535;619;-;11910;8090;925;-;153;63578;61258
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-232;H.v. feuerfesten keramischen Werkstoffen und Waren;96;5941;1779;49;529;196;333;271;62;-;1591;1293;192;-;14;5853;5663
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-233;Herstellung von keramischen Baumaterialien;232;15664;2916;162;1010;198;812;674;138;-;2594;1881;304;-;31;15348;14812
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-234;H.v. sonst. Porzellan- u. keramischen Erzeugnissen;860;21651;3108;192;1319;337;982;804;177;-;2532;1789;578;-;22;20675;19404
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-235;Herstellung von Zement, Kalk und gebranntem Gips;43;17368;5067;425;1733;585;1148;922;225;-;4734;3378;362;-;24;17264;16588
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-236;H.v. Erzeugnissen aus Beton, Zement und Gips;1818;73328;16174;788;5180;1666;3514;2873;641;-;14757;11007;1496;-;198;71091;67682
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-237;Be- u. Verarb. v. Naturwerk- u.Natursteinen a.n.g.;5054;26826;2243;122;1258;496;762;629;133;-;2263;1032;34;-;19;21180;19374
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-239;H.v. sonst. Erzeugn. aus nichtmetall. Mineralien;378;28576;7818;328;2634;838;1796;1463;333;-;6931;5291;971;-;65;28269;27094
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-241;Erzeugung von Roheisen, Stahl und Ferrolegierungen;502;85566;40674;1139;8383;2683;5701;4513;1188;-;40706;33136;547;-;145;84862;83455
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-242;H.v. Stahlrohren und Rohrstücken aus Stahl;319;29010;7521;212;2073;368;1705;1394;311;-;7354;5512;233;-;87;28888;28223
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-243;Sonstige erste Bearbeitung von Eisen und Stahl;239;19803;7072;228;1526;390;1135;934;202;-;6687;5589;438;-;43;19585;18945
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-244;Erzeugung und erste Bearb. von NE-Metallen;696;68913;48766;831;6291;1625;4666;3776;890;-;40211;42804;8787;-;133;68338;66677
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-245;Gießereien;673;82072;17301;640;5627;1058;4569;3772;797;-;16628;11803;819;-;258;81521;79447
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-251;Stahl- und Leichtmetallbau;11962;211079;29592;913;11372;3119;8253;6801;1452;-;28744;18417;1117;-;434;200126;189180
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-252;H.v. Metalltanks, Heizkörpern und -kesseln;521;31092;7266;206;2642;830;1812;1502;310;-;5782;4787;1651;-;72;30826;29460
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-253;H.v. Dampfkesseln (ohne Zentralheizungskessel);71;3978;837;23;321;70;250;204;46;-;817;531;46;-;.;3947;3784
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-254;Herstellung von Waffen und Munition;207;14393;3866;93;1519;492;1026;822;204;-;3709;2440;282;-;.;14194;13790
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-255;H.v. Schmiede-, Press-, Zieh-, Stanzteilen u.Ä.;1418;131593;25832;1097;9157;2129;7028;5798;1230;-;24765;16908;1269;-;452;130594;125947
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-256;Oberflächenveredlung,Wärmebehandlung,Mechanik ang;20184;301747;35116;1944;16569;4896;11673;9702;1970;-;34120;18750;1331;-;599;284237;260060
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-257;H.v.Schneidwaren,Werkzeug.,Schlössern u.Beschlägen;3971;151012;26370;1088;10784;2913;7871;6522;1348;-;24370;15823;2239;-;269;148175;141362
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-259;Herstellung von sonstigen Metallwaren;4407;147792;28184;952;9815;2535;7279;6015;1264;-;25111;18630;3335;-;350;144551;137058
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-261;H.v. elektronischen Bauelementen und Leiterplatten;1914;85577;27229;1462;7914;2323;5591;4639;952;-;19790;19807;7768;-;242;84628;80304
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-262;H.v. DV-Geräten und peripheren Geräten;1139;21392;5648;68;1590;262;1328;1112;216;-;5012;4064;659;-;38;20496;19503
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-263;H.v. Geräten u. Einr. d. Telekommunikationstechnik;820;26598;6106;171;2320;769;1551;1299;253;-;5367;3890;826;-;40;25965;24622
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-264;H.v. Geräten der Unterhaltungselektronik;306;14274;4236;89;1139;226;914;766;148;-;3964;3089;275;-;20;14079;13302
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-265;H.v. Mess-, Kontroll-, Navig.-u.ä. Instr., Uhren;2560;196673;42004;1520;17446;4159;13287;10940;2347;-;39409;25441;3329;-;438;195638;185451
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-266;H.v. Bestrahlungs- u.a. elektromed. Geräten;282;14602;4613;81;1567;547;1020;837;182;-;4393;3092;256;-;30;14240;13349
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-267;H.v. optischen und fotografischen Geräten;604;29859;7781;369;3299;1424;1875;1559;316;-;7485;4671;372;-;60;29488;27972
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-268;H.v. magnetischen und optischen Datenträgern;96;440;53;2;24;6;18;16;3;-;53;29;1;-;0;388;352
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-271;H.v. Elektromot.,Generatoren,Transformatoren usw;2154;191245;43753;1223;15586;4700;10886;9020;1866;-;37466;28998;6908;-;485;189466;179418
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-272;Herstellung von Batterien und Akkumulatoren;82;10178;3885;129;1015;434;581;477;105;-;2920;3069;1090;-;41;10140;9698
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-273;H.v. Kabeln und elektrischem Installationsmaterial;1056;85370;20372;710;6793;1764;5029;4200;828;-;17999;13767;2539;-;215;84725;79526
48112;Bereichsübergreifende Unternehmensstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08F3;WZ2008 (3-Steller): Unternehmensstatistik;WZ08-274;Herstellung von elektrischen Lampen und Leuchten;960;32495;7055;186;2116;425;1690;1401;290;-;5617;5024;1513;-;88;31659;29981
